q1,q2,q3,xe,ye,thetae
0.2,-1.76,-1,20.19,-175.58,-146.68
1.69,-2.63,0,137.89,-80.89,-53.86
0.87,-1.37,-1,207.11,-92.64,-85.94
0.91,-0.23,0,281.96,266.12,38.96
1.27,-2.98,1,119.07,-89.32,-40.68
1.57,-2.51,0,153.45,-79.97,-53.86
2.23,-2.74,2,44.33,168.88,85.37
2.51,-0.39,-1,-116.14,304.65,64.17
1.23,-0.68,-1,271.34,133.93,-25.78
1.43,-2.11,1,242.73,87.86,18.33
2.88,-3.02,1,87.97,114.0,49.27
1.08,-0.57,0,288.19,241.58,29.22
1.32,-0.67,0,239.24,283.28,37.24
1.71,-2.84,1,166.33,-5.68,-7.45
2.37,-2.33,2,-22.07,211.8,116.88
1.92,-3.05,-1,-57.98,-105.62,-122.04
1.43,-2.49,0,145.35,-98.1,-60.73
2.17,-1.76,-1,153.93,86.84,-33.8
2.07,-1.81,0,189.03,180.98,14.9
1.02,-1.39,0,310.44,16.75,-21.2
1.17,-0.67,1,174.0,311.7,85.94
2.88,-2.36,-1,102.55,38.18,-27.5
1.67,-2.41,1,208.76,75.12,14.9
2.06,-0.71,-1,89.5,286.17,20.05
0.93,-2.12,1,253.69,-41.03,-10.89
3.03,-1.83,0,-34.98,256.81,68.75
2.96,-1.36,-1,-24.36,226.83,34.38
0.77,-2.62,1,143.3,-132.13,-48.7
1.24,-1.74,-1,165.51,-69.05,-85.94
1.44,-1.79,1,242.56,162.99,37.24
1.41,-1.85,-1,155.39,-55.94,-82.51
1.9,-1.03,1,3.48,346.61,107.14
0.3,-1.71,2,253.03,-17.58,33.8
1.63,-2.41,1,211.59,66.72,12.61
0.31,-0.6,-1,284.4,-122.42,-73.91
1.07,-1.69,-2,55.51,-26.27,-150.11
1.55,-1.3,1,169.65,285.5,71.62
0.64,-2.0,0,158.67,-176.61,-77.92
0.19,-2.11,1,161.94,-201.03,-52.71
2.0,-1.72,0,195.78,190.06,16.04
2.85,-0.72,-1,-138.01,265.14,64.74
1.16,-2.51,-1,-10.97,-100.15,-134.65
0.22,-1.12,-1,165.65,-196.48,-108.86
1.65,-1.14,-1,217.87,131.87,-28.07
0.81,-2.26,-1,5.17,-117.8,-140.37
0.1,-1.27,-1,106.75,-214.07,-124.33
2.11,-0.18,0,-158.15,354.96,110.58
0.48,-1.5,0,251.38,-161.52,-58.44
2.65,-1.32,0,-52.6,313.86,76.2
1.92,-2.17,0,207.44,57.83,-14.32
2.42,-0.05,1,-317.41,147.09,193.09
1.23,-2.84,0,33.26,-137.28,-92.25
2.74,-0.04,-1,-253.94,235.29,97.4
1.9,-1.56,1,110.27,292.93,76.78
1.36,-1.16,1,201.72,274.11,68.75
0.98,-2.46,0,95.99,-150.96,-84.8
0.53,-0.49,1,307.87,183.03,59.59
0.06,-0.6,1,357.76,-1.33,26.36
0.16,-2.41,0,-34.99,-181.59,-128.92
1.71,-2.2,1,210.12,131.02,29.22
0.21,-1.28,1,319.24,-96.03,-4.01
1.99,-3.03,1,142.79,1.43,-2.29
2.69,-2.05,0,91.58,212.0,36.67
1.85,-2.58,0,157.92,-48.42,-41.83
1.16,-1.14,-1,254.3,13.82,-56.15
2.28,-1.27,1,-70.8,326.4,115.16
0.59,-2.53,2,190.87,-41.12,3.44
0.34,-2.48,0,-17.57,-175.65,-122.61
0.85,-2.48,-1,-35.25,-95.75,-150.69
2.28,-2.5,0,169.07,41.91,-12.61
1.38,-2.89,1,146.01,-65.58,-29.22
0.71,-1.25,1,326.58,75.61,26.36
1.91,-0.85,1,-40.79,350.75,118.03
2.72,-0.46,-1,-161.53,277.3,72.19
2.02,-2.36,-1,95.84,-52.8,-76.78
0.78,-0.08,0,291.28,258.92,40.11
1.3,-3.01,1,115.32,-88.22,-40.68
2.34,-0.2,1,-290.49,203.11,179.91
2.86,-2.26,0,89.71,182.93,34.38
0.24,-1.03,0,309.27,-153.79,-45.26
0.57,-0.64,-1,301.54,-52.98,-61.31
1.24,-2.24,-1,58.36,-104.65,-114.59
0.49,-1.04,-1,228.23,-136.74,-88.81
0.52,-2.99,1,24.13,-145.64,-84.22
0.06,-1.49,-1,49.56,-205.81,-139.23
1.61,-0.17,1,-87.44,342.7,139.8
0.41,-0.97,0,339.51,-86.29,-32.09
2.15,-0.72,-1,65.25,291.7,24.64
2.09,-1.72,1,82.63,287.27,78.5
1.46,-2.24,-1,79.79,-89.39,-101.99
0.75,-0.13,-1,321.65,115.93,-21.77
0.89,-1.1,-1,254.86,-47.71,-69.33
1.84,-0.04,-1,26.46,345.17,45.84
1.56,-0.75,-1,218.7,199.6,-10.89
1.17,-0.92,1,217.67,275.23,71.62
1.35,-0.32,0,162.32,349.74,59.01
1.4,-1.73,0,268.07,43.86,-18.91
0.31,-0.05,1,289.19,196.85,72.19
0.5,-0.32,0,369.89,108.87,10.31
3.09,-2.01,-2,10.2,17.93,-52.71
0.1,-1.14,1,325.06,-104.33,-2.29
0.49,-2.76,1,69.55,-162.48,-72.77
0.43,-0.17,0,369.43,121.03,14.9
1.62,-1.49,-1,206.34,47.33,-49.85
2.21,-2.49,-1,84.66,-56.13,-73.34
0.09,-0.68,1,356.72,-8.82,23.49
2.93,-2.85,2,-60.89,151.2,119.18
0.98,-0.77,1,245.45,256.69,69.33
1.19,-1.96,0,234.97,-60.31,-44.12
0.29,-1.14,0,296.17,-158.16,-48.7
2.29,-0.69,-1,17.86,301.15,34.38
1.3,-1.09,0,289.06,179.46,12.03
0.86,-0.32,0,307.82,232.19,30.94
0.91,-3.11,1,50.39,-123.63,-68.75
2.01,-0.68,-1,98.71,286.04,18.91
1.62,-0.84,0,178.44,312.7,44.69
1.47,-0.91,1,124.63,328.39,89.38
0.19,-1.19,0,268.14,-194.23,-57.3
1.58,-1.42,-1,213.91,53.9,-48.13
0.78,-0.7,-1,300.76,-1.61,-52.71
0.54,-1.52,1,313.89,-38.53,1.15
2.02,-3.05,0,77.4,-105.79,-59.01
1.05,-0.95,1,253.0,241.6,63.03
0.0,-0.16,1,345.11,76.09,48.13
0.27,-2.91,0,-102.68,-90.34,-151.26
2.29,-1.91,-1,140.89,70.49,-35.52
2.46,-1.25,0,-9.17,325.16,69.33
2.96,-0.84,-1,-139.08,251.37,64.17
2.95,-0.88,1,-319.52,148.19,175.9
2.79,-2.51,-1,100.62,-5.02,-41.25
0.84,-1.67,1,302.63,22.87,9.74
2.09,-2.59,1,163.67,112.87,28.65
1.36,-0.83,0,251.53,258.56,30.37
1.25,-0.26,-2,181.46,121.96,-57.87
1.51,-2.78,-1,-37.25,-93.9,-130.06
1.09,-0.83,0,311.38,182.1,14.9
1.81,-1.22,0,185.24,270.95,33.8
2.01,-2.66,0,151.7,-39.69,-37.24
2.39,-2.54,1,119.36,167.0,48.7
0.51,-0.69,-1,290.88,-80.01,-67.61
0.28,-2.05,-1,-21.92,-138.71,-158.71
2.1,-1.04,0,61.48,339.03,60.73
3.11,-1.9,1,-161.59,230.07,126.62
3.11,-2.21,1,-91.15,228.96,108.86
2.19,-1.88,0,172.16,185.18,17.76
1.61,-1.29,0,241.71,211.69,18.33
0.77,-2.1,-1,34.85,-130.05,-133.5
2.39,-2.99,1,132.05,65.99,22.92
1.9,-1.19,1,38.52,336.5,97.98
0.23,-2.82,0,-94.86,-106.61,-148.4
1.85,-3.08,1,134.2,-27.19,-13.18
0.42,-0.26,-1,333.81,-23.08,-48.13
2.28,-2.86,0,132.82,-43.83,-33.23
0.88,-2.11,1,252.86,-51.96,-13.18
2.44,-2.14,-1,124.33,38.58,-40.11
0.73,-2.73,2,172.77,-31.52,0.0
2.07,-1.19,0,103.42,314.53,50.42
2.6,-1.81,0,71.6,251.71,45.26
0.32,-0.97,1,349.01,6.8,20.05
1.51,-0.86,0,214.88,287.11,37.24
0.51,-0.77,0,364.72,-3.38,-14.9
1.75,-2.91,0,80.66,-110.45,-66.46
2.14,-1.73,-1,157.18,89.0,-33.8
0.01,-2.62,-1,-98.06,-5.91,-206.84
2.58,-2.17,-1,117.21,48.72,-33.8
1.69,-1.58,-1,195.58,42.33,-50.99
1.92,-1.21,0,152.69,291.63,40.68
0.81,-2.88,1,89.82,-134.01,-61.31
2.86,-2.0,-1,88.67,116.5,-8.02
1.5,-2.42,1,217.54,36.64,4.58
0.66,-1.13,1,330.77,86.55,30.37
2.51,-2.77,0,146.34,9.92,-14.9
1.84,-0.9,0,118.77,335.28,53.86
0.4,-1.54,1,302.75,-85.64,-8.02
3.06,-2.92,0,127.89,46.88,8.02
1.05,-2.41,-1,-0.39,-105.93,-135.22
1.56,-0.88,1,88.32,340.96,96.26
1.12,-0.94,0,312.44,163.56,10.31
1.23,-1.66,-1,179.86,-60.38,-81.93
2.56,-2.39,-1,107.23,-2.52,-47.56
2.5,-2.54,0,155.64,67.4,-2.29
2.45,-2.51,-1,93.19,-38.29,-60.73
1.13,-2.38,0,137.45,-129.16,-71.62
1.65,-2.09,-1,124.29,-54.67,-82.51
1.7,-1.76,0,242.78,113.33,-3.44
1.28,-0.83,2,54.2,264.0,140.37
2.22,-0.98,0,5.86,349.46,71.05
1.22,-3.14,0,-44.28,-122.22,-110.01
1.92,-2.85,-1,-12.46,-103.76,-110.58
1.91,-1.08,1,11.16,344.18,104.85
1.67,-2.31,-1,82.41,-77.96,-93.97
0.42,-0.61,-1,294.68,-92.23,-68.18
1.63,-1.42,-1,210.95,64.53,-45.26
2.06,-2.47,0,177.36,11.11,-23.49
0.65,-0.67,-1,301.5,-34.7,-58.44
1.03,-3.11,-1,-126.2,-10.06,-176.47
1.23,-1.37,2,135.1,228.98,106.57
1.99,-2.03,1,151.54,220.04,55.0
2.18,-1.02,1,-94.71,333.88,123.76
3.03,-0.71,1,-345.67,86.6,190.22
2.62,-1.43,-1,63.26,210.01,10.89
1.53,-2.43,-1,44.08,-94.96,-108.86
3.04,-1.4,-2,-16.65,97.08,-20.63
1.45,-0.21,0,100.11,374.96,71.05
2.93,-0.44,-1,-219.97,235.72,85.37
2.54,-2.18,0,136.16,165.17,20.63
0.07,-0.43,-1,278.55,-163.83,-77.92
1.16,-0.91,1,218.86,274.71,71.62
0.37,-1.28,0,280.78,-158.26,-52.14
3.07,-2.45,1,-30.26,214.68,92.82
2.18,-2.98,-2,-106.3,-30.19,-160.43
1.17,-2.7,-2,-64.29,39.04,-202.25
3.12,-1.25,0,-206.61,251.26,107.14
1.32,-0.13,-1,208.24,271.17,10.89
2.74,-1.46,0,-45.11,299.9,73.34
0.6,-0.13,-1,335.36,66.56,-30.37
0.8,-0.47,-1,315.45,54.65,-38.39
2.19,-0.39,-2,22.42,206.64,-11.46
1.24,-2.94,-1,-92.06,-61.52,-154.7
1.4,-2.38,1,224.48,22.74,1.15
1.15,-1.02,1,237.47,253.09,64.74
1.97,-1.47,0,177.64,244.43,28.65
1.42,-0.81,1,120.99,332.9,92.25
1.08,-2.94,1,109.01,-108.47,-49.27
1.91,-1.34,0,175.64,262.9,32.66
2.39,-2.08,-1,129.09,45.67,-39.53
1.31,-0.34,1,56.48,352.62,112.87
1.11,-2.07,-1,83.03,-110.33,-112.3
2.59,-1.46,0,0.21,303.27,64.74
2.24,-2.53,-1,79.95,-60.12,-73.91
0.5,-0.54,-1,309.79,-54.99,-59.59
0.51,-1.66,2,252.36,42.47,48.7
0.71,-2.98,-1,-114.01,1.89,-187.36
1.94,-0.29,0,-67.48,380.42,94.54
0.24,-2.15,0,39.76,-214.28,-109.43
1.77,-1.64,-1,187.0,44.92,-49.85
2.29,-1.2,1,-90.02,325.93,119.75
2.01,-1.71,-1,168.34,72.33,-40.11
2.67,-0.71,-1,-90.58,285.83,55.0
2.32,-0.88,1,-170.88,307.99,139.8
0.36,-0.32,0,381.46,56.19,2.29
2.21,-0.28,0,-168.95,347.74,110.58
1.45,-1.08,1,162.8,303.45,78.5
0.6,-1.06,-1,238.15,-113.51,-83.65
1.81,-0.92,-2,108.83,110.88,-63.6
0.06,-1.21,-1,111.71,-219.66,-123.19
2.19,-1.27,0,82.06,312.72,52.71
2.83,-0.08,-1,-267.07,217.39,100.27
2.21,-2.17,1,118.15,221.65,59.59
1.32,-2.49,1,211.11,-15.76,-9.74
2.59,-3.02,0,125.61,-40.26,-24.64
2.96,-0.41,1,-355.08,44.35,203.4
2.29,-1.69,-1,141.39,120.58,-22.92
2.49,-1.39,0,14.57,310.55,63.03
0.07,-1.26,1,305.66,-136.15,-10.89
2.68,-2.18,1,6.89,249.9,85.94
1.98,-0.06,-1,-17.45,344.85,52.71
2.56,-2.88,1,115.86,112.27,38.96
2.8,-0.33,0,-326.03,205.33,141.52
0.27,-1.39,0,238.57,-199.35,-64.17
2.19,-2.64,1,152.44,117.27,31.51
0.35,-0.6,-1,289.07,-110.95,-71.62
1.23,-1.04,1,219.43,267.76,68.18
0.08,-2.77,0,-104.35,-103.07,-154.13
0.94,-1.59,1,302.28,70.89,20.05
1.14,-0.98,1,234.54,258.02,66.46
0.38,-1.17,0,303.73,-136.47,-45.26
0.82,-0.8,1,286.7,208.42,58.44
2.84,-2.22,-1,102.4,65.93,-21.77
2.62,-1.15,0,-86.55,323.45,84.22
0.32,-1.58,1,288.79,-116.3,-14.9
0.68,-2.56,0,21.97,-165.93,-107.72
0.71,-2.19,1,225.68,-104.76,-27.5
0.64,-1.65,1,303.41,-33.75,-0.57
0.6,-1.77,1,286.14,-68.29,-9.74
2.82,-0.35,1,-348.16,80.05,198.82
0.74,-3.11,0,-90.37,-93.63,-135.79
2.67,-2.7,1,87.62,162.4,55.58
1.0,-0.33,0,274.03,270.85,38.39
1.24,-2.85,0,32.03,-136.85,-92.25
3.04,-2.2,-1,85.78,89.28,-9.17
2.06,-1.11,-1,144.37,214.0,-2.86
0.27,-2.94,1,-3.4,-153.75,-95.68
1.6,-2.77,-1,-26.39,-97.11,-124.33
0.26,-3.12,0,-124.13,-38.83,-163.87
2.93,-1.11,0,-191.23,279.27,104.28
2.46,-0.63,-1,-46.54,303.49,47.56
2.79,-1.64,1,-140.1,272.23,123.19
2.59,-2.91,0,136.08,-13.66,-18.33
2.19,-1.25,1,-45.69,332.09,111.15
1.03,-0.93,-1,277.09,22.59,-51.57
0.76,-1.56,0,275.37,-96.95,-45.84
1.88,-0.42,1,-126.14,334.94,140.95
0.65,-1.87,1,275.03,-71.78,-12.61
1.72,-0.62,1,-25.99,356.63,120.32
3.05,-2.16,-1,81.58,98.64,-6.3
1.37,-0.8,0,244.82,267.69,32.66
2.24,-2.15,-1,128.61,11.01,-52.14
1.51,-2.56,-1,12.64,-98.36,-117.46
0.86,-2.29,1,221.23,-84.39,-24.64
1.25,-0.85,2,64.87,261.8,137.51
1.63,-0.98,-1,217.92,163.87,-20.05
0.32,-2.7,1,53.97,-176.46,-79.07
0.36,-2.75,1,50.06,-170.85,-79.64
3.01,-2.48,0,95.45,148.5,30.37
0.97,-0.47,0,301.66,231.89,28.65
2.73,-1.22,0,-103.35,311.53,86.52
0.98,-0.62,0,315.75,199.56,20.63
2.25,-0.01,0,-242.96,305.07,128.34
1.53,-0.03,1,-89.65,337.37,143.24
2.76,-1.69,1,-120.47,276.58,118.6
2.01,-2.03,1,147.11,223.03,56.15
2.32,-0.58,-1,-14.43,310.99,42.4
1.62,-2.0,1,220.14,157.16,35.52
2.88,-0.16,-2,-146.46,172.54,41.25
2.36,-2.61,-1,74.68,-63.96,-71.62
0.24,-1.04,0,307.42,-155.61,-45.84
1.44,-1.11,-1,241.84,90.29,-38.39
1.3,-1.58,-1,196.99,-35.21,-73.34
1.06,-0.46,0,278.14,260.21,34.38
1.62,-1.66,0,253.4,119.45,-2.29
2.9,-2.87,-1,77.21,-72.23,-55.58
3.12,-1.77,1,-192.85,222.14,134.65
1.22,-0.14,0,167.22,351.39,61.88
2.12,-1.49,-2,63.11,60.08,-78.5
0.05,-1.59,0,137.84,-253.38,-88.24
1.06,-1.58,-1,182.97,-81.02,-87.09
1.19,-1.96,-1,115.92,-97.24,-101.41
2.63,-0.02,0,-337.48,195.44,149.54
1.69,-0.46,1,-51.63,354.36,127.77
2.86,-2.65,-1,93.76,-29.12,-45.26
0.51,-0.42,0,372.4,86.83,5.16
0.23,-1.21,-1,147.27,-197.59,-113.45
2.2,-1.73,1,52.48,293.32,84.22
0.92,-0.96,0,338.55,93.03,-2.29
0.82,-2.41,-1,-24.53,-103.05,-148.4
1.41,-1.27,1,203.83,264.59,65.32
0.23,-1.38,1,308.22,-108.45,-8.59
2.56,-0.95,-1,-7.17,275.79,34.95
3.1,-2.98,0,128.24,36.53,6.88
1.46,-3.09,1,111.73,-77.16,-36.1
0.5,-0.43,1,306.18,185.45,61.31
3.04,-0.81,1,-338.45,104.47,185.07
2.32,-0.9,1,-166.61,309.59,138.66
0.02,-1.09,2,270.11,-7.23,53.29
0.51,-0.32,-1,330.75,-6.14,-46.41
2.03,-1.18,-1,156.72,194.77,-8.59
0.09,-0.18,1,338.73,102.64,52.14
0.41,-1.89,0,142.8,-207.11,-84.8
2.08,-1.51,0,155.52,253.81,32.66
1.05,-2.61,-2,-52.7,35.59,-203.97
3.11,-2.08,2,-192.2,130.03,173.61
2.45,-2.84,-2,-74.87,-55.28,-136.94
1.0,-2.01,0,208.52,-110.79,-57.87
2.15,-1.03,0,42.12,342.82,64.17
1.16,-0.23,1,83.93,345.1,110.58
2.02,-2.84,0,120.93,-72.99,-46.98
2.28,-0.95,1,-143.14,319.2,133.5
1.21,-3.14,1,77.91,-104.28,-53.29
1.63,-0.56,1,-7.51,357.94,118.6
0.25,-2.15,1,164.74,-192.69,-51.57
0.52,-0.01,0,339.73,191.52,29.22
2.13,-1.05,1,-71.07,338.36,119.18
0.38,-2.07,-1,-11.7,-137.59,-154.13
0.05,-0.13,-2,196.05,-117.4,-119.18
2.57,-1.6,0,37.64,284.8,55.58
2.64,-2.34,-1,109.64,17.18,-40.11
0.02,-2.46,-1,-93.58,-43.09,-197.1
0.32,-0.32,2,199.3,159.1,114.59
2.63,-1.7,1,-81.34,289.56,110.58
0.98,-0.11,-1,285.14,190.47,-7.45
3.09,-1.56,0,-119.22,266.49,87.66
2.83,-1.13,0,-157.24,297.69,97.4
0.61,-1.74,0,217.49,-160.67,-64.74
0.56,-0.14,-1,337.58,50.82,-33.23
1.15,-2.99,1,105.3,-103.46,-48.13
1.98,-0.82,1,-72.05,346.53,123.76
0.92,-0.59,-2,188.87,16.19,-95.68
2.3,-1.13,1,-109.21,323.99,124.33
0.89,-1.11,-1,253.36,-49.43,-69.9
0.88,-1.4,1,310.96,95.63,27.5
1.05,-0.65,0,304.16,214.01,22.92
2.64,-0.13,0,-323.83,216.02,143.81
1.0,-0.22,1,135.66,327.98,101.99
0.03,-0.04,0,389.93,1.3,-0.57
0.35,-0.94,0,338.16,-100.08,-33.8
3.03,-0.18,0,-378.22,89.22,163.29
1.63,-1.62,1,191.44,241.16,57.87
1.1,-0.36,-1,280.6,170.09,-14.9
2.92,-1.15,1,-273.67,203.2,158.71
2.58,-1.44,-1,72.98,205.49,8.02
2.75,-1.35,0,-75.97,305.83,80.21
1.59,-2.64,1,192.03,10.71,-2.86
2.24,-1.3,-1,125.79,199.15,-3.44
2.99,-2.03,-1,75.94,120.93,-2.29
0.95,-2.7,1,147.57,-110.79,-42.97
0.99,-1.22,-1,241.36,-43.48,-70.47
2.07,-2.02,-1,143.22,14.89,-54.43
3.04,-2.65,-1,97.46,-11.86,-34.95
1.28,-1.57,-1,197.87,-37.54,-73.91
2.28,-0.59,-2,23.68,188.07,-17.76
0.13,-1.24,1,315.92,-113.86,-6.3
1.56,-1.01,0,223.06,265.89,31.51
2.65,-2.69,1,89.85,162.66,55.0
0.15,-0.84,-1,213.34,-192.4,-96.83
2.53,-1.0,-1,11.03,270.25,30.37
1.42,-1.97,0,241.19,-7.37,-31.51
0.49,-0.18,0,362.31,140.5,17.76
0.89,-0.62,1,245.63,259.86,72.77
1.31,-1.32,1,234.84,232.99,56.72
2.23,-1.06,0,21.82,342.16,67.04
0.12,-1.05,1,336.47,-79.56,4.01
1.89,-2.14,1,180.28,179.88,42.97
2.84,-1.38,1,-210.71,249.72,140.95
1.11,-1.64,0,282.14,-15.0,-30.37
2.12,-2.62,1,160.31,110.88,28.65
0.36,-0.35,0,381.65,48.4,0.57
1.29,-2.64,1,186.62,-46.51,-20.05
2.6,-0.71,0,-192.99,313.88,108.29
1.14,-1.39,1,275.37,174.57,42.97
1.43,-1.39,-1,222.7,27.42,-55.0
0.17,-1.72,1,241.66,-175.93,-31.51
2.29,-1.8,1,39.55,288.56,85.37
0.38,-0.11,0,371.31,117.57,15.47
1.53,-0.03,0,23.69,389.24,85.94
2.6,-0.23,1,-331.2,128.23,193.09
2.9,-3.01,-1,60.8,-99.61,-63.6
0.57,-0.97,-1,251.28,-108.58,-80.21
0.95,-0.59,-1,301.56,73.9,-36.67
2.06,-2.06,1,139.15,224.14,57.3
0.17,-0.52,-1,278.72,-149.43,-77.35
2.63,-0.29,0,-294.2,250.44,134.07
1.98,-0.73,0,30.26,366.0,71.62
1.57,-2.67,0,118.04,-101.71,-63.03
2.95,-0.08,1,-349.87,-26.91,221.73
2.48,-1.0,-1,24.52,269.36,27.5
0.4,-2.06,0,96.58,-208.34,-95.11
2.92,-1.88,0,4.8,252.8,59.59
2.25,-2.09,1,98.59,241.05,66.46
3.14,-2.31,0,45.47,192.07,47.56
0.56,-0.72,1,325.25,145.15,48.13
2.12,-2.38,0,183.4,44.04,-14.9
0.62,-0.01,0,318.91,224.48,34.95
2.92,-1.35,-2,-8.55,104.38,-24.64
1.64,-2.24,1,218.04,106.91,22.92
0.12,-0.53,0,367.52,-88.08,-23.49
2.67,-2.68,1,85.51,166.44,56.72
1.97,-3.01,1,145.18,2.47,-2.29
0.7,-1.15,0,333.55,-29.34,-25.78
1.38,-2.29,-1,61.18,-97.59,-109.43
1.61,-0.53,-1,185.76,254.94,4.58
1.33,-0.94,1,174.62,303.55,79.64
0.35,-0.09,0,373.38,111.42,14.9
0.6,-1.95,0,164.24,-180.28,-77.35
0.15,-1.56,-1,52.62,-195.74,-138.08
0.19,-2.46,0,-39.68,-174.44,-130.06
1.84,-1.55,-2,71.96,33.75,-97.98
2.72,-2.31,0,119.83,156.84,23.49
0.95,-2.56,1,177.08,-98.63,-34.95
1.89,-3.07,0,58.25,-116.96,-67.61
1.67,-2.21,-1,102.63,-67.42,-88.24
1.35,-1.11,-1,248.97,68.19,-43.54
2.42,-2.04,-1,128.93,58.56,-35.52
0.9,-1.51,-1,182.27,-102.54,-92.25
0.14,-0.46,0,375.53,-63.65,-18.33
1.55,-2.01,0,235.68,14.55,-26.36
1.19,-2.23,1,244.02,3.38,-2.29
2.34,-0.98,0,-36.02,347.65,77.92
1.82,-2.04,1,187.22,189.04,44.69
2.29,-0.79,0,-67.25,357.15,85.94
2.97,-3.02,0,131.58,9.2,-2.86
2.25,-0.87,-1,63.72,277.01,21.77
2.42,-2.65,0,155.56,26.6,-13.18
1.24,-3.06,-1,-113.17,-44.12,-161.57
0.19,-2.64,-1,-96.34,-18.9,-197.67
1.17,-0.05,1,39.5,347.59,121.47
0.47,-1.56,-1,111.52,-169.25,-119.75
2.34,-1.12,1,-124.34,319.04,127.2
1.1,-1.55,1,286.85,127.26,31.51
2.62,-2.76,-1,70.3,-71.49,-65.32
1.25,-2.05,1,258.97,55.94,11.46
0.71,-2.82,1,89.64,-143.26,-63.6
2.18,-0.58,1,-189.58,303.57,148.97
3.01,-3.12,0,129.55,-11.48,-6.3
0.76,-0.36,0,333.7,190.81,22.92
1.66,-1.96,-1,147.39,-34.2,-74.48
1.71,-2.49,-1,47.38,-89.85,-101.99
3.02,-1.69,1,-187.52,236.32,133.5
0.45,-0.71,1,338.69,110.78,42.4
1.87,-1.77,0,220.38,150.18,5.73
1.47,-2.28,1,230.38,59.73,10.89
0.02,-3.03,2,70.24,-124.55,-57.87
2.13,-2.91,1,150.32,47.14,12.61
2.54,-0.65,-1,-66.15,298.03,50.99
0.76,-2.3,2,214.72,17.33,26.36
1.87,-0.6,-1,125.49,283.06,15.47
0.68,-2.32,-1,-21.89,-110.45,-151.26
0.14,-0.78,1,354.67,-13.7,20.63
0.82,-2.58,-1,-56.41,-81.04,-158.14
2.76,-2.99,0,132.5,-10.86,-13.18
2.77,-2.75,0,138.82,52.4,1.15
1.26,-2.65,0,86.51,-131.99,-79.64
2.93,-1.51,0,-88.04,284.35,81.36
1.57,-0.24,0,62.11,382.5,76.2
0.71,-0.4,-1,322.65,41.65,-39.53
0.25,-0.63,0,367.41,-64.28,-21.77
2.86,-2.75,-1,86.16,-50.62,-50.99
2.67,-2.54,0,142.0,92.76,7.45
2.55,-1.77,0,76.93,255.35,44.69
2.39,-2.17,1,76.56,239.22,69.9
1.94,-0.4,-1,68.59,318.02,30.94
2.19,-1.58,0,137.66,254.81,34.95
1.73,-0.74,0,122.05,345.72,56.72
0.23,-1.61,1,271.96,-146.22,-21.77
0.33,-1.47,0,231.56,-194.12,-65.32
2.48,-0.09,0,-292.53,257.4,136.94
2.1,-1.95,1,116.01,250.3,65.89
0.37,-2.14,0,69.75,-207.85,-101.41
2.38,-0.94,-1,40.49,273.97,25.21
0.22,-0.06,1,307.12,168.27,66.46
1.57,-0.44,0,111.04,365.15,64.74
1.12,-1.65,1,284.71,110.17,26.93
0.37,-1.78,1,261.24,-133.13,-23.49
2.88,-2.85,1,71.29,148.97,59.01
0.62,-1.22,-1,209.3,-127.81,-91.67
1.89,-2.4,0,186.12,-3.49,-29.22
0.0,-1.99,2,207.08,-117.44,0.57
2.97,-2.53,-1,99.67,8.52,-32.09
0.82,-1.96,1,271.7,-41.21,-8.02
3.04,-0.64,-1,-203.1,229.1,80.21
0.03,-0.08,1,335.4,103.15,54.43
1.57,-0.47,0,118.04,361.71,63.03
0.03,-1.35,-1,73.67,-217.22,-132.93
2.24,-0.27,1,-259.27,243.94,170.17
3.12,-0.75,1,-349.78,64.02,193.09
2.49,-0.08,-1,-179.29,294.01,80.79
1.47,-0.05,0,52.14,386.39,81.36
2.52,-1.24,1,-153.07,298.9,130.63
2.63,-2.07,1,-1.81,262.69,89.38
2.8,-0.31,0,-329.22,201.23,142.67
0.73,-1.05,0,343.67,4.91,-18.33
0.6,-0.15,0,341.41,186.49,25.78
1.54,-1.38,-1,219.11,53.85,-48.13
1.86,-2.26,-1,104.76,-54.13,-80.21
0.99,-1.24,0,323.25,44.36,-14.32
1.38,-2.72,1,176.95,-42.27,-19.48
2.15,-2.26,1,139.88,195.54,50.99
1.66,-1.42,1,156.92,283.34,71.05
2.25,-0.17,0,-208.41,328.16,119.18
0.09,-1.76,-1,0.79,-176.74,-152.98
0.42,-2.88,0,-83.21,-110.8,-140.95
2.5,-2.96,0,128.82,-37.63,-26.36
0.08,-2.82,1,-11.96,-168.57,-99.69
1.72,-0.83,1,21.7,353.01,108.29
0.04,-2.24,0,-23.11,-205.01,-126.05
1.97,-2.12,0,206.55,80.92,-8.59
1.25,-2.92,0,15.24,-135.35,-95.68
2.15,-1.67,0,159.46,228.86,27.5
1.08,-1.18,1,271.43,203.51,51.57
2.63,-2.27,-1,112.58,31.8,-36.67
1.34,-0.8,1,145.24,323.33,88.24
1.36,-3.12,0,-21.7,-128.24,-100.84
1.81,-1.59,0,222.93,183.04,12.61
1.33,-2.69,1,179.87,-46.67,-20.63
2.34,-1.68,1,0.69,302.59,95.11
0.96,-1.13,-1,253.4,-35.2,-67.04
2.3,-2.81,-1,34.74,-96.28,-86.52
0.97,-2.25,0,148.03,-141.85,-73.34
0.52,-0.79,2,217.5,158.28,99.12
1.34,-0.97,2,57.76,264.21,135.79
1.72,-2.25,1,208.74,121.71,26.93
1.54,-2.36,-1,60.63,-91.09,-104.28
